CONSECUTIVO,CATEGORIA,TIPO ACTIVO,ESTADO FISICO,RESPONSABLE,MARCA / MODELO,DESCRIPCION,CODIGO BARRAS PENDULUM,UBICACION FISICA,SERIE DEL EQUIPO,OBSERVACIONES,NUMERO DE FACTURA,FECHA DE COMPRA,IDPROVEEDOR,,,
47,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21940,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
48,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21941,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
49,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21942,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
50,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21943,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
51,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21944,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
52,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21945,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
53,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21946,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
54,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21947,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
55,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21948,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
56,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21949,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
57,EQUIPO DE COMPUTO,TECLADO,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21950,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
58,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21951,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
59,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21952,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
60,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21953,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
61,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21954,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
62,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21955,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
63,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21956,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
64,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21957,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
